1033 346.8 1907.4 81.2 
2252 399.9 1668.9 92.7 
3939 328.5 2384.2 82.3 
6096 309.2 1907.3 81.5 
8721 263.5 1687.3 64.3 
11814 241.8 1788.1 73.7 
15377 292.1 1856.3 69.2 
19408 177.5 1943.6 56.6 
